6.878672767313679515e+01,7.282111398064838870e-01,1.927272727272727195e+02,8.749531680440773926e+03,nan,nan,4.287000000000000000e+03,6.248993454545454122e+06,6.764414167515045265e+05,5.421145433637157112e+04,3.496173005174097489e+04,3.096064857787902292e+04,6.490449561466863088e+03,2.709870348120783206e+02,2.843927920149189603e+00
7.963966172616966332e+01,2.249242836071407403e+00,8.408421052631579187e+02,1.456329085872576252e+04,nan,nan,4.190526315789473301e+03,6.090719986149584875e+06,7.441260324597798754e+05,2.302065891816682124e+05,2.393951191545258916e+05,9.592144394679249672e+04,1.405544822304458103e+04,5.246806476429090935e+02,6.411659933742187789e+00
6.408247829485279112e+01,5.536266167416966510e+01,6.200689655172413950e+02,3.527684898929845076e+03,nan,nan,8.830017241379309780e+03,2.453716825832342729e+07,1.933972708659658965e+05,2.522685761464830430e+05,1.137611172269632225e+05,3.801562266639655718e+04,3.728227531075877323e+03,5.198129531007236181e+01,6.835261472721947396e-01
8.171470603755975048e+01,1.233085857465196113e+03,6.641111111111110858e+02,1.592711543209876691e+05,nan,nan,3.598305555555555657e+03,6.861466156635802239e+06,2.490513282637340948e+06,8.089409195210947655e+05,3.468583392381161684e+05,1.035029449964993400e+05,1.923627658099909968e+04,9.265432899930574422e+02,1.464921330060556670e+01
7.337563244305260923e+01,4.859211081552299305e+00,4.787058823529411598e+02,4.173737024221452884e+03,nan,nan,4.155882352941176578e+03,5.832674280276816338e+06,6.930180055897918064e+05,3.078618634402956814e+05,1.067535814631506219e+05,4.798078754411666887e+04,1.472882480974580903e+04,6.593896171933990900e+02,8.947080410841397935e+00
5.998592585309879155e+01,5.514798887642391456e+00,2.420357142857142776e+02,5.801248724489794768e+03,nan,nan,4.353821428571428442e+03,5.968091718112245202e+06,4.541297657041345956e+05,7.311629850220101071e+04,2.442920816298845602e+04,2.217038306335473317e+04,2.092121818572856228e+03,2.960868998700882671e+01,9.944200581173301412e-01
5.853645160778762602e+01,1.650662759267455471e+01,7.404285714285714448e+02,7.491530612244898293e+03,nan,nan,2.179500000000000000e+03,1.572973535714285681e+06,4.250206010320860078e+05,2.704732453287048265e+05,1.629676564418527996e+05,4.895413550599465088e+04,3.762168757974478467e+03,8.699044668898793020e+01,2.020811594932578448e+00
6.219237245783635615e+01,3.351235207386091020e+01,4.956999999999999886e+02,3.989610000000000127e+03,nan,nan,4.532833333333333030e+03,6.552473005555555224e+06,3.855535984141253284e+05,1.771185317775160656e+05,5.710843506010687997e+04,3.477521627874515980e+04,1.003135177836558432e+04,4.000299987572076361e+02,4.666235859456713264e+00
6.614876982712503661e+01,2.590958979426513764e+01,1.048678571428571331e+03,1.756100752551020414e+05,nan,nan,3.762107142857142662e+03,5.123044738520408049e+06,5.910215514186920598e+06,8.077370902116101934e+05,3.512895735573818674e+05,1.710990920707455371e+05,2.790484325138174609e+04,9.661083102914185474e+02,1.135304179877621422e+01
7.960321821075153537e+01,1.980726285230346093e+02,8.631111111111110858e+02,4.851276543209876399e+04,nan,nan,4.117416666666666970e+03,5.799492298611111939e+06,3.425218795191214886e+06,9.525319923180497717e+05,3.183685078860403737e+05,1.097501837869360752e+05,1.169619420115320827e+04,4.042281138315011049e+02,1.207341438158974078e+01
